DATAFLOW,LAST UPDATE,freq,unit,iscedf13,isced11,sex,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:EDUC_UOE_ENT02(1.0),27/08/24 11:00:00,Annual,Number,Information and communication technologies,Bachelor's or equivalent level,Total,Croatia,2017,1640,
ESTAT:EDUC_UOE_ENT02(1.0),27/08/24 11:00:00,Annual,Number,Information and communication technologies,Bachelor's or equivalent level,Total,Croatia,2018,1669,
ESTAT:EDUC_UOE_ENT02(1.0),27/08/24 11:00:00,Annual,Number,Information and communication technologies,Bachelor's or equivalent level,Total,Croatia,2019,1799,
ESTAT:EDUC_UOE_ENT02(1.0),27/08/24 11:00:00,Annual,Number,Information and communication technologies,Bachelor's or equivalent level,Total,Croatia,2020,2063,
ESTAT:EDUC_UOE_ENT02(1.0),27/08/24 11:00:00,Annual,Number,Information and communication technologies,Bachelor's or equivalent level,Total,Croatia,2021,1997,
ESTAT:EDUC_UOE_ENT02(1.0),27/08/24 11:00:00,Annual,Number,Information and communication technologies,Bachelor's or equivalent level,Total,Croatia,2022,1967,
ESTAT:EDUC_UOE_ENT02(1.0),27/08/24 11:00:00,Annual,Number,Information and communication technologies,Bachelor's or equivalent level,Total,Hungary,2013,2322,
ESTAT:EDUC_UOE_ENT02(1.0),27/08/24 11:00:00,Annual,Number,Information and communication technologies,Bachelor's or equivalent level,Total,Hungary,2014,1710,
ESTAT:EDUC_UOE_ENT02(1.0),27/08/24 11:00:00,Annual,Number,Information and communication technologies,Bachelor's or equivalent level,Total,Hungary,2015,1577,
ESTAT:EDUC_UOE_ENT02(1.0),27/08/24 11:00:00,Annual,Number,Information and communication technologies,Bachelor's or equivalent level,Total,Hungary,2016,1612,
ESTAT:EDUC_UOE_ENT02(1.0),27/08/24 11:00:00,Annual,Number,Information and communication technologies,Bachelor's or equivalent level,Total,Hungary,2017,3136,
ESTAT:EDUC_UOE_ENT02(1.0),27/08/24 11:00:00,Annual,Number,Information and communication technologies,Bachelor's or equivalent level,Total,Hungary,2018,3656,
ESTAT:EDUC_UOE_ENT02(1.0),27/08/24 11:00:00,Annual,Number,Information and communication technologies,Bachelor's or equivalent level,Total,Hungary,2019,4185,
ESTAT:EDUC_UOE_ENT02(1.0),27/08/24 11:00:00,Annual,Number,Information and communication technologies,Bachelor's or equivalent level,Total,Hungary,2020,4360,
ESTAT:EDUC_UOE_ENT02(1.0),27/08/24 11:00:00,Annual,Number,Information and communication technologies,Bachelor's or equivalent level,Total,Hungary,2021,4125,
ESTAT:EDUC_UOE_ENT02(1.0),27/08/24 11:00:00,Annual,Number,Information and communication technologies,Bachelor's or equivalent level,Total,Hungary,2022,4574,
ESTAT:EDUC_UOE_ENT02(1.0),27/08/24 11:00:00,Annual,Number,Information and communication technologies,Bachelor's or equivalent level,Total,Ireland,2013,1856,
ESTAT:EDUC_UOE_ENT02(1.0),27/08/24 11:00:00,Annual,Number,Information and communication technologies,Bachelor's or equivalent level,Total,Ireland,2014,3727,
ESTAT:EDUC_UOE_ENT02(1.0),27/08/24 11:00:00,Annual,Number,Information and communication technologies,Bachelor's or equivalent level,Total,Ireland,2015,3776,
ESTAT:EDUC_UOE_ENT02(1.0),27/08/24 11:00:00,Annual,Number,Information and communication technologies,Bachelor's or equivalent level,Total,Ireland,2016,4157,
ESTAT:EDUC_UOE_ENT02(1.0),27/08/24 11:00:00,Annual,Number,Information and communication technologies,Bachelor's or equivalent level,Total,Ireland,2017,4361,
ESTAT:EDUC_UOE_ENT02(1.0),27/08/24 11:00:00,Annual,Number,Information and communication technologies,Bachelor's or equivalent level,Total,Ireland,2018,3993,
ESTAT:EDUC_UOE_ENT02(1.0),27/08/24 11:00:00,Annual,Number,Information and communication technologies,Bachelor's or equivalent level,Total,Ireland,2019,3435,
ESTAT:EDUC_UOE_ENT02(1.0),27/08/24 11:00:00,Annual,Number,Information and communication technologies,Bachelor's or equivalent level,Total,Ireland,2020,3460,
ESTAT:EDUC_UOE_ENT02(1.0),27/08/24 11:00:00,Annual,Number,Information and communication technologies,Bachelor's or equivalent level,Total,Ireland,2021,2963,
ESTAT:EDUC_UOE_ENT02(1.0),27/08/24 11:00:00,Annual,Number,Information and communication technologies,Bachelor's or equivalent level,Total,Ireland,2022,3065,
ESTAT:EDUC_UOE_ENT02(1.0),27/08/24 11:00:00,Annual,Number,Information and communication technologies,Bachelor's or equivalent level,Total,Italy,2013,4166,
ESTAT:EDUC_UOE_ENT02(1.0),27/08/24 11:00:00,Annual,Number,Information and communication technologies,Bachelor's or equivalent level,Total,Italy,2014,4628,
ESTAT:EDUC_UOE_ENT02(1.0),27/08/24 11:00:00,Annual,Number,Information and communication technologies,Bachelor's or equivalent level,Total,Italy,2015,17223,
ESTAT:EDUC_UOE_ENT02(1.0),27/08/24 11:00:00,Annual,Number,Information and communication technologies,Bachelor's or equivalent level,Total,Italy,2016,5489,
ESTAT:EDUC_UOE_ENT02(1.0),27/08/24 11:00:00,Annual,Number,Information and communication technologies,Bachelor's or equivalent level,Total,Italy,2017,6182,
ESTAT:EDUC_UOE_ENT02(1.0),27/08/24 11:00:00,Annual,Number,Information and communication technologies,Bachelor's or equivalent level,Total,Italy,2018,6992,
ESTAT:EDUC_UOE_ENT02(1.0),27/08/24 11:00:00,Annual,Number,Information and communication technologies,Bachelor's or equivalent level,Total,Italy,2019,6949,
ESTAT:EDUC_UOE_ENT02(1.0),27/08/24 11:00:00,Annual,Number,Information and communication technologies,Bachelor's or equivalent level,Total,Italy,2020,7390,
ESTAT:EDUC_UOE_ENT02(1.0),27/08/24 11:00:00,Annual,Number,Information and communication technologies,Bachelor's or equivalent level,Total,Italy,2021,8250,
ESTAT:EDUC_UOE_ENT02(1.0),27/08/24 11:00:00,Annual,Number,Information and communication technologies,Bachelor's or equivalent level,Total,Italy,2022,8970,
ESTAT:EDUC_UOE_ENT02(1.0),27/08/24 11:00:00,Annual,Number,Information and communication technologies,Bachelor's or equivalent level,Total,Lithuania,2013,796,
ESTAT:EDUC_UOE_ENT02(1.0),27/08/24 11:00:00,Annual,Number,Information and communication technologies,Bachelor's or equivalent level,Total,Lithuania,2014,977,
ESTAT:EDUC_UOE_ENT02(1.0),27/08/24 11:00:00,Annual,Number,Information and communication technologies,Bachelor's or equivalent level,Total,Lithuania,2015,1223,
ESTAT:EDUC_UOE_ENT02(1.0),27/08/24 11:00:00,Annual,Number,Information and communication technologies,Bachelor's or equivalent level,Total,Lithuania,2016,1351,
ESTAT:EDUC_UOE_ENT02(1.0),27/08/24 11:00:00,Annual,Number,Information and communication technologies,Bachelor's or equivalent level,Total,Lithuania,2017,1677,
ESTAT:EDUC_UOE_ENT02(1.0),27/08/24 11:00:00,Annual,Number,Information and communication technologies,Bachelor's or equivalent level,Total,Lithuania,2018,1884,
ESTAT:EDUC_UOE_ENT02(1.0),27/08/24 11:00:00,Annual,Number,Information and communication technologies,Bachelor's or equivalent level,Total,Lithuania,2019,1807,
ESTAT:EDUC_UOE_ENT02(1.0),27/08/24 11:00:00,Annual,Number,Information and communication technologies,Bachelor's or equivalent level,Total,Lithuania,2020,1667,
ESTAT:EDUC_UOE_ENT02(1.0),27/08/24 11:00:00,Annual,Number,Information and communication technologies,Bachelor's or equivalent level,Total,Lithuania,2021,1714,
ESTAT:EDUC_UOE_ENT02(1.0),27/08/24 11:00:00,Annual,Number,Information and communication technologies,Bachelor's or equivalent level,Total,Lithuania,2022,1672,
ESTAT:EDUC_UOE_ENT02(1.0),27/08/24 11:00:00,Annual,Number,Information and communication technologies,Bachelor's or equivalent level,Total,Luxembourg,2013,56,
ESTAT:EDUC_UOE_ENT02(1.0),27/08/24 11:00:00,Annual,Number,Information and communication technologies,Bachelor's or equivalent level,Total,Luxembourg,2014,55,
ESTAT:EDUC_UOE_ENT02(1.0),27/08/24 11:00:00,Annual,Number,Information and communication technologies,Bachelor's or equivalent level,Total,Luxembourg,2015,41,
ESTAT:EDUC_UOE_ENT02(1.0),27/08/24 11:00:00,Annual,Number,Information and communication technologies,Bachelor's or equivalent level,Total,Luxembourg,2016,69,
ESTAT:EDUC_UOE_ENT02(1.0),27/08/24 11:00:00,Annual,Number,Information and communication technologies,Bachelor's or equivalent level,Total,Luxembourg,2017,74,
ESTAT:EDUC_UOE_ENT02(1.0),27/08/24 11:00:00,Annual,Number,Information and communication technologies,Bachelor's or equivalent level,Total,Luxembourg,2018,118,
ESTAT:EDUC_UOE_ENT02(1.0),27/08/24 11:00:00,Annual,Number,Information and communication technologies,Bachelor's or equivalent level,Total,Luxembourg,2019,89,
ESTAT:EDUC_UOE_ENT02(1.0),27/08/24 11:00:00,Annual,Number,Information and communication technologies,Bachelor's or equivalent level,Total,Luxembourg,2020,109,
ESTAT:EDUC_UOE_ENT02(1.0),27/08/24 11:00:00,Annual,Number,Information and communication technologies,Bachelor's or equivalent level,Total,Luxembourg,2021,102,
ESTAT:EDUC_UOE_ENT02(1.0),27/08/24 11:00:00,Annual,Number,Information and communication technologies,Bachelor's or equivalent level,Total,Luxembourg,2022,92,
ESTAT:EDUC_UOE_ENT02(1.0),27/08/24 11:00:00,Annual,Number,Information and communication technologies,Bachelor's or equivalent level,Total,Latvia,2013,1180,
ESTAT:EDUC_UOE_ENT02(1.0),27/08/24 11:00:00,Annual,Number,Information and communication technologies,Bachelor's or equivalent level,Total,Latvia,2014,1091,
ESTAT:EDUC_UOE_ENT02(1.0),27/08/24 11:00:00,Annual,Number,Information and communication technologies,Bachelor's or equivalent level,Total,Latvia,2015,1122,
ESTAT:EDUC_UOE_ENT02(1.0),27/08/24 11:00:00,Annual,Number,Information and communication technologies,Bachelor's or equivalent level,Total,Latvia,2016,1233,
ESTAT:EDUC_UOE_ENT02(1.0),27/08/24 11:00:00,Annual,Number,Information and communication technologies,Bachelor's or equivalent level,Total,Latvia,2017,1219,
ESTAT:EDUC_UOE_ENT02(1.0),27/08/24 11:00:00,Annual,Number,Information and communication technologies,Bachelor's or equivalent level,Total,Latvia,2018,1266,
ESTAT:EDUC_UOE_ENT02(1.0),27/08/24 11:00:00,Annual,Number,Information and communication technologies,Bachelor's or equivalent level,Total,Latvia,2019,1308,
ESTAT:EDUC_UOE_ENT02(1.0),27/08/24 11:00:00,Annual,Number,Information and communication technologies,Bachelor's or equivalent level,Total,Latvia,2020,1531,
ESTAT:EDUC_UOE_ENT02(1.0),27/08/24 11:00:00,Annual,Number,Information and communication technologies,Bachelor's or equivalent level,Total,Latvia,2021,1556,
ESTAT:EDUC_UOE_ENT02(1.0),27/08/24 11:00:00,Annual,Number,Information and communication technologies,Bachelor's or equivalent level,Total,Latvia,2022,1538,
ESTAT:EDUC_UOE_ENT02(1.0),27/08/24 11:00:00,Annual,Number,Information and communication technologies,Bachelor's or equivalent level,Total,Malta,2013,275,
ESTAT:EDUC_UOE_ENT02(1.0),27/08/24 11:00:00,Annual,Number,Information and communication technologies,Bachelor's or equivalent level,Total,Malta,2014,318,
ESTAT:EDUC_UOE_ENT02(1.0),27/08/24 11:00:00,Annual,Number,Information and communication technologies,Bachelor's or equivalent level,Total,Malta,2015,196,
ESTAT:EDUC_UOE_ENT02(1.0),27/08/24 11:00:00,Annual,Number,Information and communication technologies,Bachelor's or equivalent level,Total,Malta,2016,377,
ESTAT:EDUC_UOE_ENT02(1.0),27/08/24 11:00:00,Annual,Number,Information and communication technologies,Bachelor's or equivalent level,Total,Malta,2017,269,
ESTAT:EDUC_UOE_ENT02(1.0),27/08/24 11:00:00,Annual,Number,Information and communication technologies,Bachelor's or equivalent level,Total,Malta,2018,337,
ESTAT:EDUC_UOE_ENT02(1.0),27/08/24 11:00:00,Annual,Number,Information and communication technologies,Bachelor's or equivalent level,Total,Malta,2019,279,
ESTAT:EDUC_UOE_ENT02(1.0),27/08/24 11:00:00,Annual,Number,Information and communication technologies,Bachelor's or equivalent level,Total,Malta,2020,266,
ESTAT:EDUC_UOE_ENT02(1.0),27/08/24 11:00:00,Annual,Number,Information and communication technologies,Bachelor's or equivalent level,Total,Malta,2021,311,
ESTAT:EDUC_UOE_ENT02(1.0),27/08/24 11:00:00,Annual,Number,Information and communication technologies,Bachelor's or equivalent level,Total,Malta,2022,266,
ESTAT:EDUC_UOE_ENT02(1.0),27/08/24 11:00:00,Annual,Number,Information and communication technologies,Bachelor's or equivalent level,Total,Netherlands,2013,3511,
ESTAT:EDUC_UOE_ENT02(1.0),27/08/24 11:00:00,Annual,Number,Information and communication technologies,Bachelor's or equivalent level,Total,Netherlands,2014,4168,
ESTAT:EDUC_UOE_ENT02(1.0),27/08/24 11:00:00,Annual,Number,Information and communication technologies,Bachelor's or equivalent level,Total,Netherlands,2015,4438,
ESTAT:EDUC_UOE_ENT02(1.0),27/08/24 11:00:00,Annual,Number,Information and communication technologies,Bachelor's or equivalent level,Total,Netherlands,2016,5094,
ESTAT:EDUC_UOE_ENT02(1.0),27/08/24 11:00:00,Annual,Number,Information and communication technologies,Bachelor's or equivalent level,Total,Netherlands,2017,5797,
ESTAT:EDUC_UOE_ENT02(1.0),27/08/24 11:00:00,Annual,Number,Information and communication technologies,Bachelor's or equivalent level,Total,Netherlands,2018,6699,
ESTAT:EDUC_UOE_ENT02(1.0),27/08/24 11:00:00,Annual,Number,Information and communication technologies,Bachelor's or equivalent level,Total,Netherlands,2019,6846,
ESTAT:EDUC_UOE_ENT02(1.0),27/08/24 11:00:00,Annual,Number,Information and communication technologies,Bachelor's or equivalent level,Total,Netherlands,2020,6950,
ESTAT:EDUC_UOE_ENT02(1.0),27/08/24 11:00:00,Annual,Number,Information and communication technologies,Bachelor's or equivalent level,Total,Netherlands,2021,7480,
ESTAT:EDUC_UOE_ENT02(1.0),27/08/24 11:00:00,Annual,Number,Information and communication technologies,Bachelor's or equivalent level,Total,Netherlands,2022,6721,
ESTAT:EDUC_UOE_ENT02(1.0),27/08/24 11:00:00,Annual,Number,Information and communication technologies,Bachelor's or equivalent level,Total,Poland,2013,20856,
ESTAT:EDUC_UOE_ENT02(1.0),27/08/24 11:00:00,Annual,Number,Information and communication technologies,Bachelor's or equivalent level,Total,Poland,2014,19876,
ESTAT:EDUC_UOE_ENT02(1.0),27/08/24 11:00:00,Annual,Number,Information and communication technologies,Bachelor's or equivalent level,Total,Poland,2015,19299,
ESTAT:EDUC_UOE_ENT02(1.0),27/08/24 11:00:00,Annual,Number,Information and communication technologies,Bachelor's or equivalent level,Total,Poland,2016,20133,
ESTAT:EDUC_UOE_ENT02(1.0),27/08/24 11:00:00,Annual,Number,Information and communication technologies,Bachelor's or equivalent level,Total,Poland,2017,22111,e
ESTAT:EDUC_UOE_ENT02(1.0),27/08/24 11:00:00,Annual,Number,Information and communication technologies,Bachelor's or equivalent level,Total,Poland,2018,24553,e
ESTAT:EDUC_UOE_ENT02(1.0),27/08/24 11:00:00,Annual,Number,Information and communication technologies,Bachelor's or equivalent level,Total,Poland,2019,23611,e
ESTAT:EDUC_UOE_ENT02(1.0),27/08/24 11:00:00,Annual,Number,Information and communication technologies,Bachelor's or equivalent level,Total,Poland,2020,17929,e
ESTAT:EDUC_UOE_ENT02(1.0),27/08/24 11:00:00,Annual,Number,Information and communication technologies,Bachelor's or equivalent level,Total,Poland,2021,9467,bd
ESTAT:EDUC_UOE_ENT02(1.0),27/08/24 11:00:00,Annual,Number,Information and communication technologies,Bachelor's or equivalent level,Total,Poland,2022,10346,
ESTAT:EDUC_UOE_ENT02(1.0),27/08/24 11:00:00,Annual,Number,Information and communication technologies,Bachelor's or equivalent level,Total,Portugal,2013,953,
ESTAT:EDUC_UOE_ENT02(1.0),27/08/24 11:00:00,Annual,Number,Information and communication technologies,Bachelor's or equivalent level,Total,Portugal,2014,896,
ESTAT:EDUC_UOE_ENT02(1.0),27/08/24 11:00:00,Annual,Number,Information and communication technologies,Bachelor's or equivalent level,Total,Portugal,2015,901,
ESTAT:EDUC_UOE_ENT02(1.0),27/08/24 11:00:00,Annual,Number,Information and communication technologies,Bachelor's or equivalent level,Total,Portugal,2016,1076,
ESTAT:EDUC_UOE_ENT02(1.0),27/08/24 11:00:00,Annual,Number,Information and communication technologies,Bachelor's or equivalent level,Total,Portugal,2017,1053,
ESTAT:EDUC_UOE_ENT02(1.0),27/08/24 11:00:00,Annual,Number,Information and communication technologies,Bachelor's or equivalent level,Total,Portugal,2018,1353,
ESTAT:EDUC_UOE_ENT02(1.0),27/08/24 11:00:00,Annual,Number,Information and communication technologies,Bachelor's or equivalent level,Total,Portugal,2019,1260,
ESTAT:EDUC_UOE_ENT02(1.0),27/08/24 11:00:00,Annual,Number,Information and communication technologies,Bachelor's or equivalent level,Total,Portugal,2020,1423,
ESTAT:EDUC_UOE_ENT02(1.0),27/08/24 11:00:00,Annual,Number,Information and communication technologies,Bachelor's or equivalent level,Total,Portugal,2021,1684,
ESTAT:EDUC_UOE_ENT02(1.0),27/08/24 11:00:00,Annual,Number,Information and communication technologies,Bachelor's or equivalent level,Total,Portugal,2022,1681,
ESTAT:EDUC_UOE_ENT02(1.0),27/08/24 11:00:00,Annual,Number,Information and communication technologies,Bachelor's or equivalent level,Total,Romania,2013,2407,
ESTAT:EDUC_UOE_ENT02(1.0),27/08/24 11:00:00,Annual,Number,Information and communication technologies,Bachelor's or equivalent level,Total,Romania,2014,3478,
ESTAT:EDUC_UOE_ENT02(1.0),27/08/24 11:00:00,Annual,Number,Information and communication technologies,Bachelor's or equivalent level,Total,Romania,2015,8134,
ESTAT:EDUC_UOE_ENT02(1.0),27/08/24 11:00:00,Annual,Number,Information and communication technologies,Bachelor's or equivalent level,Total,Romania,2016,8940,
ESTAT:EDUC_UOE_ENT02(1.0),27/08/24 11:00:00,Annual,Number,Information and communication technologies,Bachelor's or equivalent level,Total,Romania,2017,8814,
ESTAT:EDUC_UOE_ENT02(1.0),27/08/24 11:00:00,Annual,Number,Information and communication technologies,Bachelor's or equivalent level,Total,Romania,2018,9105,
ESTAT:EDUC_UOE_ENT02(1.0),27/08/24 11:00:00,Annual,Number,Information and communication technologies,Bachelor's or equivalent level,Total,Romania,2019,8928,
ESTAT:EDUC_UOE_ENT02(1.0),27/08/24 11:00:00,Annual,Number,Information and communication technologies,Bachelor's or equivalent level,Total,Romania,2020,9227,
ESTAT:EDUC_UOE_ENT02(1.0),27/08/24 11:00:00,Annual,Number,Information and communication technologies,Bachelor's or equivalent level,Total,Romania,2021,9071,
ESTAT:EDUC_UOE_ENT02(1.0),27/08/24 11:00:00,Annual,Number,Information and communication technologies,Bachelor's or equivalent level,Total,Romania,2022,8617,
ESTAT:EDUC_UOE_ENT02(1.0),27/08/24 11:00:00,Annual,Number,Information and communication technologies,Bachelor's or equivalent level,Total,Sweden,2013,2963,
ESTAT:EDUC_UOE_ENT02(1.0),27/08/24 11:00:00,Annual,Number,Information and communication technologies,Bachelor's or equivalent level,Total,Sweden,2014,2899,
ESTAT:EDUC_UOE_ENT02(1.0),27/08/24 11:00:00,Annual,Number,Information and communication technologies,Bachelor's or equivalent level,Total,Sweden,2015,2836,
ESTAT:EDUC_UOE_ENT02(1.0),27/08/24 11:00:00,Annual,Number,Information and communication technologies,Bachelor's or equivalent level,Total,Sweden,2016,2517,
ESTAT:EDUC_UOE_ENT02(1.0),27/08/24 11:00:00,Annual,Number,Information and communication technologies,Bachelor's or equivalent level,Total,Sweden,2017,2490,
ESTAT:EDUC_UOE_ENT02(1.0),27/08/24 11:00:00,Annual,Number,Information and communication technologies,Bachelor's or equivalent level,Total,Sweden,2018,2498,
ESTAT:EDUC_UOE_ENT02(1.0),27/08/24 11:00:00,Annual,Number,Information and communication technologies,Bachelor's or equivalent level,Total,Sweden,2019,2408,
ESTAT:EDUC_UOE_ENT02(1.0),27/08/24 11:00:00,Annual,Number,Information and communication technologies,Bachelor's or equivalent level,Total,Sweden,2020,2549,
ESTAT:EDUC_UOE_ENT02(1.0),27/08/24 11:00:00,Annual,Number,Information and communication technologies,Bachelor's or equivalent level,Total,Sweden,2021,2604,
ESTAT:EDUC_UOE_ENT02(1.0),27/08/24 11:00:00,Annual,Number,Information and communication technologies,Bachelor's or equivalent level,Total,Sweden,2022,2443,
ESTAT:EDUC_UOE_ENT02(1.0),27/08/24 11:00:00,Annual,Number,Information and communication technologies,Bachelor's or equivalent level,Total,Slovenia,2013,814,
ESTAT:EDUC_UOE_ENT02(1.0),27/08/24 11:00:00,Annual,Number,Information and communication technologies,Bachelor's or equivalent level,Total,Slovenia,2014,781,
ESTAT:EDUC_UOE_ENT02(1.0),27/08/24 11:00:00,Annual,Number,Information and communication technologies,Bachelor's or equivalent level,Total,Slovenia,2015,741,
ESTAT:EDUC_UOE_ENT02(1.0),27/08/24 11:00:00,Annual,Number,Information and communication technologies,Bachelor's or equivalent level,Total,Slovenia,2016,803,
ESTAT:EDUC_UOE_ENT02(1.0),27/08/24 11:00:00,Annual,Number,Information and communication technologies,Bachelor's or equivalent level,Total,Slovenia,2017,839,
ESTAT:EDUC_UOE_ENT02(1.0),27/08/24 11:00:00,Annual,Number,Information and communication technologies,Bachelor's or equivalent level,Total,Slovenia,2018,821,
ESTAT:EDUC_UOE_ENT02(1.0),27/08/24 11:00:00,Annual,Number,Information and communication technologies,Bachelor's or equivalent level,Total,Slovenia,2019,904,
ESTAT:EDUC_UOE_ENT02(1.0),27/08/24 11:00:00,Annual,Number,Information and communication technologies,Bachelor's or equivalent level,Total,Slovenia,2020,930,
ESTAT:EDUC_UOE_ENT02(1.0),27/08/24 11:00:00,Annual,Number,Information and communication technologies,Bachelor's or equivalent level,Total,Slovenia,2021,996,
ESTAT:EDUC_UOE_ENT02(1.0),27/08/24 11:00:00,Annual,Number,Information and communication technologies,Bachelor's or equivalent level,Total,Slovenia,2022,1139,
ESTAT:EDUC_UOE_ENT02(1.0),27/08/24 11:00:00,Annual,Number,Information and communication technologies,Bachelor's or equivalent level,Total,Slovakia,2013,2355,
ESTAT:EDUC_UOE_ENT02(1.0),27/08/24 11:00:00,Annual,Number,Information and communication technologies,Bachelor's or equivalent level,Total,Slovakia,2014,2301,d
ESTAT:EDUC_UOE_ENT02(1.0),27/08/24 11:00:00,Annual,Number,Information and communication technologies,Bachelor's or equivalent level,Total,Slovakia,2015,1940,
ESTAT:EDUC_UOE_ENT02(1.0),27/08/24 11:00:00,Annual,Number,Information and communication technologies,Bachelor's or equivalent level,Total,Slovakia,2016,1965,
ESTAT:EDUC_UOE_ENT02(1.0),27/08/24 11:00:00,Annual,Number,Information and communication technologies,Bachelor's or equivalent level,Total,Slovakia,2017,1942,
ESTAT:EDUC_UOE_ENT02(1.0),27/08/24 11:00:00,Annual,Number,Information and communication technologies,Bachelor's or equivalent level,Total,Slovakia,2018,1865,
ESTAT:EDUC_UOE_ENT02(1.0),27/08/24 11:00:00,Annual,Number,Information and communication technologies,Bachelor's or equivalent level,Total,Slovakia,2019,2139,
ESTAT:EDUC_UOE_ENT02(1.0),27/08/24 11:00:00,Annual,Number,Information and communication technologies,Bachelor's or equivalent level,Total,Slovakia,2020,2409,
ESTAT:EDUC_UOE_ENT02(1.0),27/08/24 11:00:00,Annual,Number,Information and communication technologies,Bachelor's or equivalent level,Total,Slovakia,2021,2586,
ESTAT:EDUC_UOE_ENT02(1.0),27/08/24 11:00:00,Annual,Number,Information and communication technologies,Bachelor's or equivalent level,Total,Slovakia,2022,2497,
ESTAT:EDUC_UOE_ENT02(1.0),27/08/24 11:00:00,Annual,Number,Information and communication technologies,Bachelor's or equivalent level,Total,United Kingdom,2013,21742,
ESTAT:EDUC_UOE_ENT02(1.0),27/08/24 11:00:00,Annual,Number,Information and communication technologies,Bachelor's or equivalent level,Total,United Kingdom,2014,25266,
ESTAT:EDUC_UOE_ENT02(1.0),27/08/24 11:00:00,Annual,Number,Information and communication technologies,Bachelor's or equivalent level,Total,United Kingdom,2015,28997,
ESTAT:EDUC_UOE_ENT02(1.0),27/08/24 11:00:00,Annual,Number,Information and communication technologies,Bachelor's or equivalent level,Total,United Kingdom,2016,26721,d
ESTAT:EDUC_UOE_ENT02(1.0),27/08/24 11:00:00,Annual,Number,Information and communication technologies,Bachelor's or equivalent level,Total,United Kingdom,2017,28064,d
ESTAT:EDUC_UOE_ENT02(1.0),27/08/24 11:00:00,Annual,Number,Information and communication technologies,Bachelor's or equivalent level,Total,United Kingdom,2018,29646,d
ESTAT:EDUC_UOE_ENT02(1.0),27/08/24 11:00:00,Annual,Number,Information and communication technologies,Bachelor's or equivalent level,Total,United Kingdom,2019,31744,d
ESTAT:EDUC_UOE_ENT02(1.0),27/08/24 11:00:00,Annual,Number,"Engineering, manufacturing and construction",Bachelor's or equivalent level,Total,Austria,2013,8139,
ESTAT:EDUC_UOE_ENT02(1.0),27/08/24 11:00:00,Annual,Number,"Engineering, manufacturing and construction",Bachelor's or equivalent level,Total,Austria,2014,7763,
ESTAT:EDUC_UOE_ENT02(1.0),27/08/24 11:00:00,Annual,Number,"Engineering, manufacturing and construction",Bachelor's or equivalent level,Total,Austria,2015,7986,
ESTAT:EDUC_UOE_ENT02(1.0),27/08/24 11:00:00,Annual,Number,"Engineering, manufacturing and construction",Bachelor's or equivalent level,Total,Austria,2016,7405,
ESTAT:EDUC_UOE_ENT02(1.0),27/08/24 11:00:00,Annual,Number,"Engineering, manufacturing and construction",Bachelor's or equivalent level,Total,Austria,2017,6945,
ESTAT:EDUC_UOE_ENT02(1.0),27/08/24 11:00:00,Annual,Number,"Engineering, manufacturing and construction",Bachelor's or equivalent level,Total,Austria,2018,6643,
ESTAT:EDUC_UOE_ENT02(1.0),27/08/24 11:00:00,Annual,Number,"Engineering, manufacturing and construction",Bachelor's or equivalent level,Total,Austria,2019,6289,
ESTAT:EDUC_UOE_ENT02(1.0),27/08/24 11:00:00,Annual,Number,"Engineering, manufacturing and construction",Bachelor's or equivalent level,Total,Austria,2020,5963,
ESTAT:EDUC_UOE_ENT02(1.0),27/08/24 11:00:00,Annual,Number,"Engineering, manufacturing and construction",Bachelor's or equivalent level,Total,Austria,2021,6451,
ESTAT:EDUC_UOE_ENT02(1.0),27/08/24 11:00:00,Annual,Number,"Engineering, manufacturing and construction",Bachelor's or equivalent level,Total,Austria,2022,5506,
ESTAT:EDUC_UOE_ENT02(1.0),27/08/24 11:00:00,Annual,Number,"Engineering, manufacturing and construction",Bachelor's or equivalent level,Total,Belgium,2013,9921,
ESTAT:EDUC_UOE_ENT02(1.0),27/08/24 11:00:00,Annual,Number,"Engineering, manufacturing and construction",Bachelor's or equivalent level,Total,Belgium,2014,10203,
ESTAT:EDUC_UOE_ENT02(1.0),27/08/24 11:00:00,Annual,Number,"Engineering, manufacturing and construction",Bachelor's or equivalent level,Total,Belgium,2015,10389,
ESTAT:EDUC_UOE_ENT02(1.0),27/08/24 11:00:00,Annual,Number,"Engineering, manufacturing and construction",Bachelor's or equivalent level,Total,Belgium,2016,11055,
ESTAT:EDUC_UOE_ENT02(1.0),27/08/24 11:00:00,Annual,Number,"Engineering, manufacturing and construction",Bachelor's or equivalent level,Total,Belgium,2017,11773,
ESTAT:EDUC_UOE_ENT02(1.0),27/08/24 11:00:00,Annual,Number,"Engineering, manufacturing and construction",Bachelor's or equivalent level,Total,Belgium,2018,11083,
ESTAT:EDUC_UOE_ENT02(1.0),27/08/24 11:00:00,Annual,Number,"Engineering, manufacturing and construction",Bachelor's or equivalent level,Total,Belgium,2019,10938,
ESTAT:EDUC_UOE_ENT02(1.0),27/08/24 11:00:00,Annual,Number,"Engineering, manufacturing and construction",Bachelor's or equivalent level,Total,Belgium,2020,11313,d
ESTAT:EDUC_UOE_ENT02(1.0),27/08/24 11:00:00,Annual,Number,"Engineering, manufacturing and construction",Bachelor's or equivalent level,Total,Belgium,2021,10478,
