year,area,concept,escs,metric,value
2006,BEL,escs,quart_2,freq_se,0.569324682836391
2006,BEL,escs,quart_3,freq,26.345072776661
2006,BEL,escs,quart_3,freq_se,0.539065860410757
2006,BEL,escs,quart_4,freq,34.9851746171923
2006,BEL,escs,quart_4,freq_se,0.846880976019704
2006,BGR,escs,quart_1,freq,40.4930037733702
2006,BGR,escs,quart_1,freq_se,1.81894488830955
2006,BGR,escs,quart_2,freq,21.6818837291706
2006,BGR,escs,quart_2,freq_se,0.904260261217848
2006,BGR,escs,quart_3,freq,16.6364736428566
2006,BGR,escs,quart_3,freq_se,0.7799101583338
2006,BGR,escs,quart_4,freq,21.1886388546026
2006,BGR,escs,quart_4,freq_se,1.65271134661942
2006,CZE,escs,quart_1,freq,23.6978023041022
2006,CZE,escs,quart_1,freq_se,0.957913588102164
2006,CZE,escs,quart_2,freq,27.2078792554929
2006,CZE,escs,quart_2,freq_se,0.723875088751159
2006,CZE,escs,quart_3,freq,31.3246667271757
2006,CZE,escs,quart_3,freq_se,0.782474819149748
2006,CZE,escs,quart_4,freq,17.7696517132292
2006,CZE,escs,quart_4,freq_se,0.765071492412943
2006,DEU,escs,quart_1,freq,12.3538148209817
2006,DEU,escs,quart_1,freq_se,0.900217837305632
2006,DEU,escs,quart_2,freq,23.9759325083487
2006,DEU,escs,quart_2,freq_se,0.7215231388177
2006,DEU,escs,quart_3,freq,30.2148576483381
2006,DEU,escs,quart_3,freq_se,0.783775248407783
2006,DEU,escs,quart_4,freq,33.4553950223315
2006,DEU,escs,quart_4,freq_se,1.16305443652481
2006,DNK,escs,quart_1,freq,5.8374291618889
2006,DNK,escs,quart_1,freq_se,0.427837867409196
2006,DNK,escs,quart_2,freq,17.569679156216
2006,DNK,escs,quart_2,freq_se,0.844260558576746
2006,DNK,escs,quart_3,freq,28.9942587796959
2006,DNK,escs,quart_3,freq_se,0.8073349411232
2006,DNK,escs,quart_4,freq,47.5986329021992
2006,DNK,escs,quart_4,freq_se,1.36236962013845
2006,ESP,escs,quart_1,freq,36.2832277018643
2006,ESP,escs,quart_1,freq_se,1.16110519136259
2006,ESP,escs,quart_2,freq,22.7296681411242
2006,ESP,escs,quart_2,freq_se,0.699866902163773
2006,ESP,escs,quart_3,freq,14.8555502008414
2006,ESP,escs,quart_3,freq_se,0.554778231973649
2006,ESP,escs,quart_4,freq,26.13155395617
2006,ESP,escs,quart_4,freq_se,1.12767784928983
2006,EST,escs,quart_1,freq,22.7645066558003
2006,EST,escs,quart_1,freq_se,0.829544155990415
2006,EST,escs,quart_2,freq,25.3247413530749
