year,area,concept,classics,metric,value
2006,ROU,math_score,yes,mean,432.217688625105
2006,ROU,math_score,yes,mean_se,18.1240799445726
2006,ROU,reading_score,no,mean,340.06696033115
2006,ROU,reading_score,no,mean_se,5.62396706560687
2006,ROU,reading_score,yes,mean,415.179493978126
2006,ROU,reading_score,yes,mean_se,4.32817962084436
2006,SVK,math_score,no,mean,465.355842861348
2006,SVK,math_score,no,mean_se,22.4376488864662
2006,SVK,math_score,yes,mean,502.885490812594
2006,SVK,math_score,yes,mean_se,7.81901616221548
2006,SVK,reading_score,no,mean,435.47267107597
2006,SVK,reading_score,no,mean_se,4.78474497217358
2006,SVK,reading_score,yes,mean,479.479075768699
2006,SVK,reading_score,yes,mean_se,3.27570950724481
2006,SVN,math_score,no,mean,470.223574163177
2006,SVN,math_score,no,mean_se,3.25940925990407
2006,SVN,math_score,yes,mean,521.062160301371
2006,SVN,math_score,yes,mean_se,1.50697194053752
2006,SVN,reading_score,no,mean,453.976517452033
2006,SVN,reading_score,no,mean_se,2.4234378215884
2006,SVN,reading_score,yes,mean,514.000244641015
2006,SVN,reading_score,yes,mean_se,1.13186576259691
2006,SWE,math_score,no,mean,476.811160489229
2006,SWE,math_score,no,mean_se,6.78386641442639
2006,SWE,math_score,yes,mean,525.796576593101
2006,SWE,math_score,yes,mean_se,7.00373308490256
2006,SWE,reading_score,no,mean,480.431194200951
2006,SWE,reading_score,no,mean_se,3.87623187688494
2006,SWE,reading_score,yes,mean,533.93426446167
2006,SWE,reading_score,yes,mean_se,3.97984635474013
2006,EU28,math_score,no,mean,466.851075746963
2006,EU28,math_score,no,mean_se,1.35056235220011
2006,EU28,math_score,yes,mean,508.658745232549
