year,area,concept,hisced,level,metric,value
2000,CZE,reading_score,high,below_level_1a,freq_se,0.42064236132707
2000,CZE,reading_score,high,level_1a,freq,7.52932891392328
2000,CZE,reading_score,high,level_1a,freq_se,0.660214791669881
2000,CZE,reading_score,high,level_2,freq,21.3900188170102
2000,CZE,reading_score,high,level_2,freq_se,1.11848115922244
2000,CZE,reading_score,high,level_3,freq,33.2844659105484
2000,CZE,reading_score,high,level_3,freq_se,1.20348202980494
2000,CZE,reading_score,high,level_4,freq,25.2658614584524
2000,CZE,reading_score,high,level_4,freq_se,1.05261978283537
2000,CZE,reading_score,high,level_5,freq,8.64344524454605
2000,CZE,reading_score,high,level_5,freq_se,0.700896714865822
2000,CZE,reading_score,high,level_6,freq,0.937606347194997
2000,CZE,reading_score,high,level_6,freq_se,0.248761839000885
2000,CZE,reading_score,low,below_level_1a,freq,64.7372167512595
2000,CZE,reading_score,low,below_level_1a,freq_se,15.2269640448728
2000,CZE,reading_score,low,level_1a,freq,16.3129182076775
2000,CZE,reading_score,low,level_1a,freq_se,11.3445800401138
2000,CZE,reading_score,low,level_2,freq,8.47034143369571
2000,CZE,reading_score,low,level_2,freq_se,6.88415581569959
2000,CZE,reading_score,low,level_3,freq,6.79140259792169
2000,CZE,reading_score,low,level_3,freq_se,6.68736207775533
2000,CZE,reading_score,low,level_4,freq,3.68812100944561
2000,CZE,reading_score,low,level_4,freq_se,4.78540226632683
2000,CZE,reading_score,low,level_5,freq,0
2000,CZE,reading_score,low,level_5,freq_se,
2000,CZE,reading_score,medium,below_level_1a,freq,8.81630826308916
2000,CZE,reading_score,medium,below_level_1a,freq_se,1.29511267641059
2000,CZE,reading_score,medium,level_1a,freq,17.4106974679899
2000,CZE,reading_score,medium,level_1a,freq_se,1.23924561897564
2000,CZE,reading_score,medium,level_2,freq,32.9655002939861
2000,CZE,reading_score,medium,level_2,freq_se,1.94017626964999
2000,CZE,reading_score,medium,level_3,freq,28.0701599949894
2000,CZE,reading_score,medium,level_3,freq_se,1.83752305374287
2000,CZE,reading_score,medium,level_4,freq,10.6120235026621
2000,CZE,reading_score,medium,level_4,freq_se,1.07858641709496
2000,CZE,reading_score,medium,level_5,freq,2.01664135928541
2000,CZE,reading_score,medium,level_5,freq_se,0.442695372677793
2000,CZE,reading_score,medium,level_6,freq,0.108669117997882
2000,CZE,reading_score,medium,level_6,freq_se,0.112863332988152
2000,CZE,reading_score,low,level_6,freq,0
2000,CZE,reading_score,low,level_6,freq_se,
2000,DEU,math_score,high,below_level_1a,freq,4.06279930837595
2000,DEU,math_score,high,below_level_1a,freq_se,0.809902677290019
2000,DEU,math_score,high,level_1a,freq,4.31342311364018
2000,DEU,math_score,high,level_1a,freq_se,0.26241502042281
2000,DEU,math_score,high,level_2,freq,7.78241434089153
2000,DEU,math_score,high,level_2,freq_se,0.492081110476167
2000,DEU,math_score,high,level_3,freq,14.2083416398178
2000,DEU,math_score,high,level_3,freq_se,0.627416349345541
2000,DEU,math_score,high,level_4,freq,13.8653922786163
2000,DEU,math_score,high,level_4,freq_se,0.445304456000433
2000,DEU,math_score,high,level_5,freq,8.08090571358839
2000,DEU,math_score,high,level_5,freq_se,0.31863071752359
2000,DEU,math_score,high,level_6,freq,2.94075703828672
2000,DEU,math_score,high,level_6,freq_se,0.0853456126109703
2000,DEU,math_score,low,below_level_1a,freq,23.1312648398975
2000,DEU,math_score,low,below_level_1a,freq_se,21.6442844445764
2000,DEU,math_score,low,level_1a,freq,11.4803230146237
2000,DEU,math_score,low,level_1a,freq_se,11.1770926651176
2000,DEU,math_score,low,level_2,freq,9.15686167186548
2000,DEU,math_score,low,level_2,freq_se,14.23245520977
2000,DEU,math_score,low,level_3,freq,1.73858780325305
2000,DEU,math_score,low,level_3,freq_se,1.73735891880221
2000,DEU,math_score,low,level_4,freq,1.00832375643985
2000,DEU,math_score,low,level_4,freq_se,1.03553190378879
2000,DEU,math_score,low,level_5,freq,1.07353758116243
2000,DEU,math_score,low,level_5,freq_se,0.600941441686448
2000,DEU,math_score,low,level_6,freq,0
2000,DEU,math_score,low,level_6,freq_se,
2000,DEU,math_score,medium,below_level_1a,freq,4.5485013997928
2000,DEU,math_score,medium,below_level_1a,freq_se,0.436883322717658
2000,DEU,math_score,medium,level_1a,freq,8.8471807750372
2000,DEU,math_score,medium,level_1a,freq_se,0.514937353540736
2000,DEU,math_score,medium,level_2,freq,13.4989117593296
2000,DEU,math_score,medium,level_2,freq_se,1.01595048138328
2000,DEU,math_score,medium,level_3,freq,14.8782870443229
2000,DEU,math_score,medium,level_3,freq_se,1.00715843043361
2000,DEU,math_score,medium,level_4,freq,9.48387461318497
2000,DEU,math_score,medium,level_4,freq_se,1.10915279729795
2000,DEU,math_score,medium,level_5,freq,3.29364181049047
2000,DEU,math_score,medium,level_5,freq_se,0.186595611447101
2000,DEU,math_score,medium,level_6,freq,0.939383553075584
2000,DEU,math_score,medium,level_6,freq_se,0.0392025957041247
2000,DEU,reading_score,high,below_level_1a,freq,4.98364749139322
2000,DEU,reading_score,high,below_level_1a,freq_se,0.956533516075446
2000,DEU,reading_score,high,level_1a,freq,7.39427136166992
2000,DEU,reading_score,high,level_1a,freq_se,0.815677583397618
2000,DEU,reading_score,high,level_2,freq,17.86607481615
2000,DEU,reading_score,high,level_2,freq_se,1.03844428637097
2000,DEU,reading_score,high,level_3,freq,27.9070716806172
2000,DEU,reading_score,high,level_3,freq_se,1.24624863177906
2000,DEU,reading_score,high,level_4,freq,26.8756297019942
2000,DEU,reading_score,high,level_4,freq_se,1.5125218557505
2000,DEU,reading_score,high,level_5,freq,12.7373263940947
2000,DEU,reading_score,high,level_5,freq_se,0.89053183567994
2000,DEU,reading_score,high,level_6,freq,2.23597855408076
2000,DEU,reading_score,high,level_6,freq_se,0.361842368559837
2000,DEU,reading_score,low,below_level_1a,freq,28.5178134631069
2000,DEU,reading_score,low,below_level_1a,freq_se,5.33874550477394
2000,DEU,reading_score,low,level_1a,freq,34.3734645018114
2000,DEU,reading_score,low,level_1a,freq_se,6.82125782207402
2000,DEU,reading_score,low,level_2,freq,24.6345560895266
2000,DEU,reading_score,low,level_2,freq_se,6.56958058440309
2000,DEU,reading_score,low,level_3,freq,7.99376676540714
2000,DEU,reading_score,low,level_3,freq_se,3.49451983777625
2000,DEU,reading_score,low,level_4,freq,4.4803991801479
2000,DEU,reading_score,low,level_4,freq_se,2.56039626294467
2000,DEU,reading_score,low,level_5,freq,0
2000,DEU,reading_score,low,level_5,freq_se,
2000,DEU,reading_score,medium,below_level_1a,freq,6.49077081701302
2000,DEU,reading_score,medium,below_level_1a,freq_se,0.840368422399212
2000,DEU,reading_score,medium,level_1a,freq,14.4432050437665
2000,DEU,reading_score,medium,level_1a,freq_se,1.23078560086885
2000,DEU,reading_score,medium,level_2,freq,26.6172224907562
2000,DEU,reading_score,medium,level_2,freq_se,1.65085381154629
2000,DEU,reading_score,medium,level_3,freq,30.5382115360603
2000,DEU,reading_score,medium,level_3,freq_se,1.78725810038574
2000,DEU,reading_score,medium,level_4,freq,16.8888154631887
2000,DEU,reading_score,medium,level_4,freq_se,1.68599258907407
2000,DEU,reading_score,medium,level_5,freq,4.62972395407225
2000,DEU,reading_score,medium,level_5,freq_se,0.695860477723681
2000,DEU,reading_score,medium,level_6,freq,0.392050695143034
2000,DEU,reading_score,medium,level_6,freq_se,0.147530866047302
2000,DEU,reading_score,low,level_6,freq,0.0220657635003013
2000,DEU,reading_score,low,level_6,freq_se,0.156925032123939
2000,DNK,math_score,high,below_level_1a,freq,1.27947040814107
2000,DNK,math_score,high,below_level_1a,freq_se,0.0567252741229414
2000,DNK,math_score,high,level_1a,freq,3.22349139201696
2000,DNK,math_score,high,level_1a,freq_se,0.162741523183062
2000,DNK,math_score,high,level_2,freq,9.2731531099004
2000,DNK,math_score,high,level_2,freq_se,0.343936493787377
2000,DNK,math_score,high,level_3,freq,17.116357709647
2000,DNK,math_score,high,level_3,freq_se,0.449775945878607
2000,DNK,math_score,high,level_4,freq,15.6977120789841
2000,DNK,math_score,high,level_4,freq_se,0.401566876087162
2000,DNK,math_score,high,level_5,freq,7.01859427082168
2000,DNK,math_score,high,level_5,freq_se,0.266798077453402
2000,DNK,math_score,high,level_6,freq,2.37923929200352
2000,DNK,math_score,high,level_6,freq_se,0.0842976670374835
2000,DNK,math_score,low,below_level_1a,freq,18.0038630176913
2000,DNK,math_score,low,below_level_1a,freq_se,33.0859809620366
2000,DNK,math_score,low,level_1a,freq,19.4726016882121
2000,DNK,math_score,low,level_1a,freq_se,40.5174284528039
2000,DNK,math_score,low,level_2,freq,8.18560855511389
2000,DNK,math_score,low,level_2,freq_se,8.28981698858571
2000,DNK,math_score,low,level_3,freq,5.04396121922317
2000,DNK,math_score,low,level_3,freq_se,9.41561172397716
2000,DNK,math_score,low,level_4,freq,2.74478085277852
2000,DNK,math_score,low,level_4,freq_se,4.05924888018727
2000,DNK,math_score,low,level_5,freq,0
2000,DNK,math_score,low,level_5,freq_se,
2000,DNK,math_score,low,level_6,freq,0
2000,DNK,math_score,low,level_6,freq_se,
2000,DNK,math_score,medium,below_level_1a,freq,3.87671155567272
2000,DNK,math_score,medium,below_level_1a,freq_se,0.405700547834786
2000,DNK,math_score,medium,level_1a,freq,7.39126230468643
2000,DNK,math_score,medium,level_1a,freq_se,0.867711305276859
2000,DNK,math_score,medium,level_2,freq,15.6546076002376
2000,DNK,math_score,medium,level_2,freq_se,1.0324519439261
2000,DNK,math_score,medium,level_3,freq,15.2113822938908
2000,DNK,math_score,medium,level_3,freq_se,1.38001641497329
2000,DNK,math_score,medium,level_4,freq,11.0238540806138
2000,DNK,math_score,medium,level_4,freq_se,1.21681289040135
2000,DNK,math_score,medium,level_5,freq,4.57130814960419
2000,DNK,math_score,medium,level_5,freq_se,0.581636546182321
2000,DNK,math_score,medium,level_6,freq,0.596340810335739
2000,DNK,math_score,medium,level_6,freq_se,0.103762959884825
2000,DNK,reading_score,high,below_level_1a,freq,3.07523061484712
2000,DNK,reading_score,high,below_level_1a,freq_se,0.505339514027836
2000,DNK,reading_score,high,level_1a,freq,8.21239617425214
2000,DNK,reading_score,high,level_1a,freq_se,0.611443497108846
