year,area,concept,books,metric,value
2000,ITA,reading_score,26_100,mean,484.115770852059
2000,ITA,reading_score,26_100,mean_se,3.30109584001982
2000,ITA,reading_score,more_500,mean,520.379250939095
2000,ITA,reading_score,more_500,mean_se,5.77580655156531
2000,LUX,math_score,0_10,mean,396.519210607537
2000,LUX,math_score,0_10,mean_se,34.4925885753811
2000,LUX,math_score,101_200,mean,471.877879269481
2000,LUX,math_score,101_200,mean_se,23.9891118496636
2000,LUX,math_score,11_25,mean,422.547359911102
2000,LUX,math_score,11_25,mean_se,22.8098021040487
2000,LUX,math_score,201_500,mean,498.457902821287
2000,LUX,math_score,201_500,mean_se,21.7584181145399
2000,LUX,math_score,26_100,mean,452.048208216802
2000,LUX,math_score,26_100,mean_se,21.0577032942153
2000,LUX,math_score,more_500,mean,489.662628734805
2000,LUX,math_score,more_500,mean_se,32.7021637095204
2000,LUX,reading_score,0_10,mean,378.226420727058
2000,LUX,reading_score,0_10,mean_se,4.66872375298029
2000,LUX,reading_score,101_200,mean,472.70893740971
2000,LUX,reading_score,101_200,mean_se,3.76586154807844
2000,LUX,reading_score,11_25,mean,413.279644928825
2000,LUX,reading_score,11_25,mean_se,3.43260087774203
2000,LUX,reading_score,201_500,mean,499.310361539152
2000,LUX,reading_score,201_500,mean_se,3.72581507695041
2000,LUX,reading_score,26_100,mean,440.439440310046
2000,LUX,reading_score,26_100,mean_se,3.55053038520635
2000,LUX,reading_score,more_500,mean,496.929976736254
2000,LUX,reading_score,more_500,mean_se,4.47410342565191
2000,LVA,math_score,0_10,mean,383.288290760783
2000,LVA,math_score,0_10,mean_se,331.804708245771
2000,LVA,math_score,101_200,mean,477.984155834224
2000,LVA,math_score,101_200,mean_se,31.0950519483857
2000,LVA,math_score,11_25,mean,410.855525487632
2000,LVA,math_score,11_25,mean_se,59.1907873309074
2000,LVA,math_score,201_500,mean,494.755046968746
2000,LVA,math_score,201_500,mean_se,33.9741129734713
2000,LVA,math_score,26_100,mean,438.423286405554
2000,LVA,math_score,26_100,mean_se,34.6925746287945
2000,LVA,math_score,more_500,mean,485.514660820761
2000,LVA,math_score,more_500,mean_se,45.4377123080388
2000,LVA,reading_score,0_10,mean,377.986524083048
2000,LVA,reading_score,0_10,mean_se,10.988528731472
2000,LVA,reading_score,101_200,mean,471.21269224511
