"year","area","concept","level","metric","value"
"2006","SVN","hisced","low","freq",6.68550977414598
"2006","SVN","hisced","low","freq_se",0.463027098205189
"2006","SVN","hisced","medium","freq",57.2387775190064
"2006","SVN","hisced","medium","freq_se",0.802671813189176
"2006","SWE","hisced","high","freq",69.3510446004837
"2006","SWE","hisced","high","freq_se",0.775814902912133
"2006","SWE","hisced","low","freq",7.59084530287743
"2006","SWE","hisced","low","freq_se",0.463754960396089
"2006","SWE","hisced","medium","freq",23.0581100966388
"2006","SWE","hisced","medium","freq_se",0.649301604695379
"2006","EU28","hisced","high","freq",40.8760230002212
"2006","EU28","hisced","high","freq_se",0.319545669621393
"2006","EU28","hisced","low","freq",14.0665059737349
"2006","EU28","hisced","low","freq_se",0.237105683156069
"2006","EU28","hisced","medium","freq",45.0574710260439
"2006","EU28","hisced","medium","freq_se",0.271831693849553
"2009","AUT","hisced","high","freq",47.6782854075147
"2009","AUT","hisced","high","freq_se",0.729610719737799
"2009","AUT","hisced","low","freq",4.79248985546048
"2009","AUT","hisced","low","freq_se",0.449957675222529
"2009","AUT","hisced","medium","freq",47.5292247370248
"2009","AUT","hisced","medium","freq_se",0.790196319896302
"2009","BEL","hisced","high","freq",61.3238198602845
"2009","BEL","hisced","high","freq_se",0.716130548604522
"2009","BEL","hisced","low","freq",5.69901618449153
"2009","BEL","hisced","low","freq_se",0.346394775224563
"2009","BEL","hisced","medium","freq",32.977163955224
"2009","BEL","hisced","medium","freq_se",0.693371749850801
"2009","BGR","hisced","high","freq",42.839566133048
"2009","BGR","hisced","high","freq_se",1.50337632396428
"2009","BGR","hisced","low","freq",5.7969279471069
"2009","BGR","hisced","low","freq_se",0.704549170257579
"2009","BGR","hisced","medium","freq",51.3635059198451
"2009","BGR","hisced","medium","freq_se",1.3788682641851
"2009","CZE","hisced","high","freq",30.862934452163
"2009","CZE","hisced","high","freq_se",0.710664361304512
"2009","CZE","hisced","low","freq",1.17339817255095
"2009","CZE","hisced","low","freq_se",0.188217245665239
"2009","CZE","hisced","medium","freq",67.9636673752861
"2009","CZE","hisced","medium","freq_se",0.764395279929543
"2009","DEU","hisced","high","freq",46.4561459010253
"2009","DEU","hisced","high","freq_se",1.01280765381903
"2009","DEU","hisced","low","freq",11.684628188556
"2009","DEU","hisced","low","freq_se",0.62308869457833
"2009","DEU","hisced","medium","freq",41.8592259104187
"2009","DEU","hisced","medium","freq_se",0.890443491840973
"2009","DNK","hisced","high","freq",64.2495067373577
"2009","DNK","hisced","high","freq_se",1.03573506356468
"2009","DNK","hisced","low","freq",6.47676508511126
"2009","DNK","hisced","low","freq_se",0.361983466507275
"2009","DNK","hisced","medium","freq",29.2737281775311
"2009","DNK","hisced","medium","freq_se",0.897761963932939
"2009","ESP","hisced","high","freq",44.648286878595
"2009","ESP","hisced","high","freq_se",1.22303250687206
"2009","ESP","hisced","low","freq",28.8904286131595
"2009","ESP","hisced","low","freq_se",0.962128652036773
"2009","ESP","hisced","medium","freq",26.4612845082456
"2009","ESP","hisced","medium","freq_se",0.71985647855848
"2009","EST","hisced","high","freq",56.98469911675
"2009","EST","hisced","high","freq_se",1.04940632553423
"2009","EST","hisced","low","freq",2.81741706181412
"2009","EST","hisced","low","freq_se",0.327879086342889
"2009","EST","hisced","medium","freq",40.1978838214359
"2009","EST","hisced","medium","freq_se",1.02505885103768
"2009","FIN","hisced","high","freq",80.3695801031663
"2009","FIN","hisced","high","freq_se",0.719172689367706
"2009","FIN","hisced","low","freq",3.8662087794228
"2009","FIN","hisced","low","freq_se",0.297049785433466
"2009","FIN","hisced","medium","freq",15.7642111174109
"2009","FIN","hisced","medium","freq_se",0.605834181065163
"2009","FRA","hisced","high","freq",48.8842570635249
"2009","FRA","hisced","high","freq_se",1.27118417810368
"2009","FRA","hisced","low","freq",11.3033140321114
"2009","FRA","hisced","low","freq_se",0.666620452184512
"2009","FRA","hisced","medium","freq",39.8124289043637
"2009","FRA","hisced","medium","freq_se",1.05097198385832
"2009","GBR","hisced","high","freq",57.5460744677086
"2009","GBR","hisced","high","freq_se",0.839800668029418
"2009","GBR","hisced","low","freq",4.01432552443762
"2009","GBR","hisced","low","freq_se",0.397462867085317
"2009","GBR","hisced","medium","freq",38.4396000078538
"2009","GBR","hisced","medium","freq_se",0.844690637157732
"2009","GRC","hisced","high","freq",49.3412524394315
"2009","GRC","hisced","high","freq_se",1.10223859148098
"2009","GRC","hisced","low","freq",13.6314182429744
"2009","GRC","hisced","low","freq_se",0.867289963817012
"2009","GRC","hisced","medium","freq",37.0273293175941
"2009","GRC","hisced","medium","freq_se",0.793321008749193
"2009","HRV","hisced","high","freq",44.1677763068153
"2009","HRV","hisced","high","freq_se",1.00609591837703
"2009","HRV","hisced","low","freq",5.6908342702623
"2009","HRV","hisced","low","freq_se",0.464193318367663
"2009","HRV","hisced","medium","freq",50.1413894229224
"2009","HRV","hisced","medium","freq_se",1.00031901340616
"2009","HUN","hisced","high","freq",38.2166770705253
"2009","HUN","hisced","high","freq_se",1.18170787817911
"2009","HUN","hisced","low","freq",7.84779272562203
"2009","HUN","hisced","low","freq_se",0.829581265903321
"2009","HUN","hisced","medium","freq",53.9355302038527
"2009","HUN","hisced","medium","freq_se",1.18263209619212
"2009","IRL","hisced","high","freq",50.9760193238592
"2009","IRL","hisced","high","freq_se",1.09744594266849
"2009","IRL","hisced","low","freq",10.6842383383871
"2009","IRL","hisced","low","freq_se",0.58764032345361
"2009","IRL","hisced","medium","freq",38.3397423377537
"2009","IRL","hisced","medium","freq_se",0.915565988690115
"2009","ITA","hisced","high","freq",32.5414685441609
"2009","ITA","hisced","high","freq_se",0.466647481296755
"2009","ITA","hisced","low","freq",24.5322364035771
"2009","ITA","hisced","low","freq_se",0.47125640818953
"2009","ITA","hisced","medium","freq",42.9262950522621
"2009","ITA","hisced","medium","freq_se",0.39921972065719
"2009","LTU","hisced","high","freq",55.1469458236433
"2009","LTU","hisced","high","freq_se",0.848033333467462
"2009","LTU","hisced","low","freq",1.24445762698458
"2009","LTU","hisced","low","freq_se",0.213163846344144
"2009","LTU","hisced","medium","freq",43.6085965493721
"2009","LTU","hisced","medium","freq_se",0.833505487285492
"2009","LUX","hisced","high","freq",49.5145376071045
"2009","LUX","hisced","high","freq_se",0.736915521928767
"2009","LUX","hisced","low","freq",19.3220857817175
"2009","LUX","hisced","low","freq_se",0.620912480930937
"2009","LUX","hisced","medium","freq",31.1633766111781
"2009","LUX","hisced","medium","freq_se",0.749355742220673
"2009","LVA","hisced","high","freq",55.5220410805721
"2009","LVA","hisced","high","freq_se",1.23728878717806
"2009","LVA","hisced","low","freq",1.7520381273591
"2009","LVA","hisced","low","freq_se",0.285031467421214
"2009","LVA","hisced","medium","freq",42.7259207920688
"2009","LVA","hisced","medium","freq_se",1.16951200349152
"2009","MLT","hisced","high","freq",30.5047084761924
"2009","MLT","hisced","high","freq_se",0.928927511441303
"2009","MLT","hisced","low","freq",43.2097424673177
